id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
1168,302.5,312,1456,46.3,76,0
1169,297.5,308.8,1533,41.5,15,0
1170,301.6,310.6,1455,40.9,0,0
1171,298.1,309.9,1530,35.5,198,0
1172,297.9,309.1,1542,36.6,15,0
1173,298.8,309.7,1385,44.9,35,0
1174,301,312.1,1675,29.7,193,0
1175,297.9,308.5,1441,42.7,184,0
1176,302.8,310.5,1455,42,8,0
1177,299.6,310.2,1429,45.5,70,0
1178,298.2,308.7,1408,40.9,9,0
1179,301.1,310.8,1492,40.5,153,0
1180,296.4,307.4,1533,36,92,0
1181,298.5,308.5,1414,56.7,141,0
1182,301.4,310.9,1606,32.8,146,0
1183,296.9,307.7,1413,43.3,120,0
1184,300.3,311.6,1438,53.4,59,0
1185,297,307.9,1547,40.9,179,0
1186,297.3,308.1,1412,44.1,171,0
1187,302.1,310.5,1809,23.8,169,0
1188,300.1,310.4,1662,32.4,0,0
1189,303.8,312.6,1736,30.3,146,0
1190,302.8,312.3,1533,34.4,216,0
1191,297.6,308.5,1662,28.2,0,0
1192,300.1,309.3,1623,33,141,0
1193,299.5,309.2,1446,43,15,0
1194,299.8,309.8,1613,32.2,5,0
1195,298.9,309.8,1450,45.6,126,0
1196,300.5,310.8,1501,35.9,157,0
1197,301,312.2,1413,33,109,0
1198,300.7,310.8,1589,43.9,2,0
1199,297.7,308.7,1341,45.9,49,0
1200,300,309.9,1491,42,29,0
1201,300.7,310.2,1493,35.9,192,0
1202,301.4,310.7,1509,37.8,67,0
1203,298.3,309,1704,30.7,10,0
1204,297.9,307.6,1399,48.1,180,0
1205,298.4,308.2,1484,48,0,0
1206,300.4,309.6,1412,48.1,26,0
1207,298.5,309.9,1597,36.7,96,0
1208,297.6,308.4,1595,34.3,41,0
1209,302.3,311.1,1546,33.1,152,0
1210,298.3,309.4,1531,29.8,0,0
1211,301.1,311.1,1455,43.7,190,0
1212,298.4,308.9,1448,55.5,80,0
1213,297.4,308.2,1633,31.6,14,0
1214,297.3,308.3,1554,37,54,0
1215,297.9,307.9,1581,33.5,129,0
1216,298.8,309.8,1429,52.6,148,0
1217,304.2,313.4,2012,20.2,49,0
1218,298.2,309,1441,33.8,166,0
1219,297.5,309.4,1481,38.4,148,0
1220,303.5,312.2,1494,42,108,0
1221,299.2,310.8,1751,39.1,10,0
1222,297.3,308.4,1736,26.2,202,0
1223,302.4,311.7,1544,29.6,150,0
1224,298.6,309.6,1469,45,154,0
1225,301,310.9,1388,48.1,114,0
1226,303.9,312.6,1693,28.1,170,0
1227,301.6,311,1605,34.1,100,0
1228,300.7,310.7,1547,37.7,183,0
1229,297.3,308.4,1662,33,137,0
1230,301.5,310.5,1549,39.8,155,0
1231,298,307.7,1567,35.6,184,0
1232,297.3,308.4,1550,37,2,0
1233,300.4,309.9,1680,29.6,152,0
1234,297.6,309.5,1472,44.7,45,0
1235,301,312.2,1513,34.9,64,0
1236,298.7,310.1,1404,50,214,0
1237,302.3,311.4,1434,44.5,30,0
1238,298.6,308.3,1382,52,29,0
1239,297,307.8,1678,29.6,122,0
1240,301,310.9,1349,51.3,127,0
1241,298.5,309.5,1564,38.9,114,0
1242,297.5,309.4,1549,34.5,68,0
1243,297.8,307.8,1504,47.3,55,0
1244,297.4,308.4,1610,33.1,14,0
1245,300.5,309.8,1363,51.9,131,0
1246,299.8,309.4,1412,51.6,12,0
1247,303.7,312.7,1423,36,125,0
1248,301.4,311,1430,42.6,193,0
1249,298.8,309.7,1435,46.6,133,0
1250,297.3,308.4,1452,43.2,36,0
1251,300.6,310.2,1429,45.9,0,0
1252,301,311,1634,41.1,17,0
1253,298.6,309.7,1501,44.7,14,0
1254,297.4,308.6,1693,27.6,197,0
1255,300.6,312.3,1864,23.9,96,0
1256,299.5,308.8,1450,20.4,24,0
1257,298.5,308.4,1521,37.2,174,0
1258,297.6,308.7,1523,38.1,15,0
1259,301.8,309.9,1574,35.9,48,0
1260,297.3,308.5,1709,32.2,30,0
1261,300.6,310.2,1447,45.9,9,0
1262,301.3,310.7,1434,48.1,42,0
1263,300.2,309.4,1494,37.1,39,0
1264,300.6,310.2,1233,47.6,23,0
1265,297.1,307.8,1601,31.5,185,0
1266,302.6,311.9,1507,37.6,54,0
1267,301.2,310.8,1683,30.4,189,0
1268,298.9,310.1,1466,42.5,188,0
1269,301.5,310.7,1438,51.3,13,0
1270,298.9,310.4,1436,37.7,104,0
1271,295.6,306.2,1543,38.2,67,0
1272,303.8,312.8,1829,24.1,158,0
1273,302.4,311.7,1759,25.3,149,0
1274,297,308.1,1363,60.3,155,0
1275,303.8,313.1,1869,24.4,33,0
1276,300.2,310.3,1511,35.5,40,0
1277,296.3,307.2,1540,36.7,169,0
1278,300.8,310.8,1434,47.7,101,0
1279,298.7,309.7,1524,37,101,0
1280,299.2,308.8,1475,43,112,0
1281,298.2,307.8,1570,35.6,176,0
1282,297.2,308.5,1614,30.6,181,0
1283,299.2,310.5,1451,43.7,91,0
1284,300,311.2,1515,42.4,15,0
1286,297.4,308.5,1446,37.6,41,0
1287,303.7,312.8,1410,51,146,0
1288,303.6,312.7,1419,38.7,198,0
1289,297.1,307.9,1348,58,162,0
1290,300.7,311.1,1413,52.7,160,0
1291,298.3,307.9,1549,41.4,149,0
1292,301.6,310.6,1435,37.2,76,0
1293,301.3,310.4,1445,41.2,126,0
1294,299.7,309.3,1452,39.2,135,0
1295,303.7,312.5,1513,38.5,141,0
1296,298.7,309.8,1555,32.6,197,0
1297,298.2,307.9,1574,38.1,141,0
1298,298,307.9,1350,51.6,67,0
1299,298.8,308.7,1538,37.4,2,0
1300,297.2,308.5,1379,53.2,163,0
1301,298.4,309,1567,33.5,193,0
1302,299,310.4,1692,27.3,168,0
1303,298.9,310,1457,47.6,186,0
1304,297.6,308.7,1518,40.8,173,0
1305,299.6,309.3,1553,32.5,104,0
1306,297.4,309,1694,30.6,2,0
1307,296.6,307.7,1288,62.4,110,0
1308,299.1,308.3,1560,42.4,23,0
1309,301.8,309.5,1410,41.8,59,0
1310,297.4,309,1542,37.7,177,0
1311,304.3,313.5,1569,37.9,19,0
1312,301.8,309.7,1701,27.5,233,0
1313,299.8,310.4,1328,49.9,181,0
1314,297.7,307.7,1581,50.1,91,0
1315,300.1,309.3,1454,41.8,43,0
1316,298,308.7,1457,46.7,96,0
1317,299.8,309.9,1365,61.7,50,0
1318,297.5,308.4,1505,37.2,204,0
1319,298.9,310.4,1555,41.3,41,0
1320,300.3,311.7,1452,46.4,15,0
1321,301.3,310.1,1709,29.9,193,0
1322,302.3,311.6,1501,33.2,44,0
1323,303.7,313,1488,41.7,209,0
1324,297.5,308.9,1427,40.8,134,0
1325,302.6,310.4,1435,30.1,16,0
1326,298.6,309.2,1455,39.6,24,0
1327,297.5,308.7,1545,36.1,192,0
1328,298.9,309.6,1416,50.9,183,0
1329,302.5,310.3,1722,30,65,0
1330,298.8,308.4,1611,53,138,0
1331,298.9,308.2,1474,38.7,43,0
1332,298.5,309.5,1523,41.2,84,0
1333,302.6,311,1520,35.2,2,0
1334,298.9,309.4,1517,38.1,37,0
1335,302.8,312.3,1622,37,241,0
1336,301.2,311.5,1491,43.1,174,0
1337,297.3,308.1,1515,42.7,125,0
1338,300.2,311.4,1469,49.8,7,0
1339,299.4,309,1761,26.8,2,0
1340,300.4,310.6,1394,43.9,21,0
1341,300.5,311.7,1811,23,100,0
1342,297.7,308.9,1507,40.5,193,0
1343,298.2,308,1355,53.3,32,0
1344,299.1,310.5,1458,41.8,139,0
1345,296.8,307.5,1402,47.5,132,0
1346,300,311.4,1465,40.2,185,0
1347,299.8,309.7,1477,39.1,94,0
1348,302.2,311,1658,30.6,102,0
1349,304.2,313.4,1533,44.9,129,0
1350,298.5,309.5,1509,46.5,126,0
1351,300.3,311.1,1544,36,189,0
1352,300.6,310.5,2280,15.9,91,0
1353,301.3,311.2,1361,47.4,205,0
1354,300.7,311.1,1447,53.6,82,0
1355,300.8,310.8,1445,44.2,198,0
1356,300.9,310.7,1663,32.7,164,0
1357,297.6,309.1,1326,45.4,199,0
1358,297,308,1642,31,135,0
1359,296.9,307.9,1436,50.3,101,0
1360,302,310.9,1721,31.2,68,0
1361,300.9,310.9,1429,37.9,109,0
1362,297.3,308.1,1366,55.2,150,0
1363,297.2,308.3,1576,35.3,0,0
1364,297.3,308.3,1528,36.8,186,0
1365,301.5,310.7,1431,47,57,0
1366,300.3,309.2,1406,43.3,40,0
1367,297.4,308.8,1467,47.6,128,0
1368,300.3,311.8,1334,49.8,187,0
1369,298.3,309.2,1521,37.9,16,0
1370,300.5,310.6,1385,50.5,119,0
1371,300.7,310.8,1546,37.2,186,0
1372,300.1,309.7,1510,36.4,165,0
1373,298.1,309.3,1420,45.3,70,0
1374,301.9,310.8,1470,37.4,5,0
1375,300.8,311.8,1446,43.4,223,0
1376,301.5,310.6,1368,49.2,152,0
1377,303.8,313,1365,43.6,27,0
1378,298.3,309.4,1530,40.9,94,0
1379,302.3,310.8,1480,37.1,18,0
1380,298,308.9,1418,46.3,150,0
1381,302.5,311.5,1655,32.3,155,0
1382,298,308.1,1353,51.8,199,0
1383,300.4,310,1558,36.2,74,0
1384,302.2,311.4,1420,37.8,47,0
1385,297.7,308.9,1710,28.9,193,0
1386,298.7,309.8,1435,44.3,178,0
1387,301.2,312.3,1550,34.9,111,0
1388,302.6,312.1,1380,37.3,184,0
1389,303.8,312.4,1605,34.7,180,0
1390,303.6,312.3,1314,61.7,112,0
1391,302.3,311.3,1542,37.3,0,0
1392,295.9,306.6,1390,56.2,115,0
1393,302.3,311.2,1419,50.9,55,0
1394,300.8,310.7,1465,43.8,175,0
1395,300.7,310.4,1566,35,48,0
1396,299.8,309.3,1470,43.2,173,0
1397,300,311.4,1378,45.4,188,0
1398,298.1,309,1353,58.8,185,0
1399,299.5,309.4,1588,33.9,20,0
1400,298.2,309,1424,41.7,114,0
1401,300.3,311.8,1360,61.6,119,0
1402,298.1,308.8,1388,50,73,0
1403,300.9,311.9,1510,34.1,35,0
1404,300.5,311.9,1330,49.3,18,0
1405,298.1,307.7,1447,53.4,186,0
1406,299,310.3,1487,43.5,93,0
1407,300.8,310.9,1692,28.7,160,0
1408,303.3,312.7,1532,32.7,128,0
1409,297.3,308.4,1463,42.8,36,0
1410,297.4,308.6,1580,35.7,190,0
1411,298.9,310,1375,47.1,113,0
1412,301.2,310.7,1426,46.1,59,0
1413,298.9,309.6,1484,39.7,96,0
1414,298.8,308.6,1543,38.2,155,0
1415,301.4,310.7,1538,38.6,88,0
1416,301.7,310.5,1523,48,66,0
1417,302.1,310.6,1435,47.6,93,0
1418,297.4,308.5,1557,48.6,75,0
1419,300,309.6,1622,39.7,68,0
1420,301.3,310.6,1580,35.2,66,0
1421,297.5,308.4,1528,36.2,143,0
1422,303.9,312.7,1477,62.3,156,0
1423,300.5,312,1415,35.7,23,0
1424,303.8,312.7,1412,49.9,188,0
1425,297.5,308.6,1453,40.8,169,0
1426,297.7,308.9,1418,45.3,186,0
1427,298.9,310.2,1459,47.3,2,0
1428,302.8,310.6,1636,35.8,38,0
1429,300.4,311.2,1462,44.5,20,0
1430,301.1,311.2,1555,49.4,48,0
1431,300.8,310.6,1488,41.8,144,0
1432,302.5,311.1,1438,45.9,173,0
1433,298.3,308.3,1528,33.9,176,0
1434,298,307.7,1424,43.8,94,0
1435,299.3,309,1415,38.2,156,0
1436,302.4,311.8,1388,41.9,121,0
1437,298.1,307.8,1384,44.5,200,0
1438,301,310.8,1521,36.7,199,0
1439,298.2,307.7,1436,43.1,82,0
1440,298.7,308.4,1616,31.6,34,0
1441,302.6,311.9,1386,45.5,132,0
1442,301.8,310.4,1538,36.9,114,0
1443,297.8,309,1336,56.5,105,0
1444,300.2,309.7,1443,48.5,104,0
1445,297.7,308.4,1569,36.2,72,0
1446,301,311.3,1341,52.9,215,0
1447,299.1,308.8,1611,34.4,146,0
1448,298.2,308.9,1585,32.3,155,0
1449,302.2,310.1,1404,50.7,20,0
1450,297.4,308.5,1474,39.8,104,0
1451,301.5,310.4,1573,35.7,39,0
1452,302.2,311.2,1615,36.9,166,0
1453,297.8,307.7,1516,37.9,120,0
1454,298.5,308.1,1517,37.6,116,0
1455,301.8,310.6,1472,45.8,104,0
1456,301,310.9,1467,41.3,192,0
1457,299.3,308.5,1446,42.4,24,0
1458,300.6,310.3,1426,41,13,0
1459,297.4,308.5,1447,46.3,188,0
1460,299.6,310.2,1551,42.9,40,0
1461,298.5,309.6,1627,45.1,115,0
1462,298.7,309.2,1541,37.1,65,0
1463,300.7,311.9,1486,53.9,32,0
1464,297.5,308.4,1484,35.6,73,0
1465,302.7,312,1376,53.7,162,0
1466,300.6,309.5,1449,42.9,169,0
1467,301.5,310.6,1472,42.3,83,0
1468,298,309.2,1573,36.6,197,0
1469,300.9,312.2,1811,23.2,136,0
1470,303.1,312.9,1805,27.8,107,0
1471,301.5,310.5,1572,34.8,148,0
1472,302.5,311,1449,41.8,94,0
1473,297.7,308.6,1435,48.1,91,0
1474,297.4,308.5,1458,43.1,90,0
1475,298.8,308.9,1540,38.4,70,0
1476,297.6,308.1,1654,30.4,110,0
1477,300.7,310.8,1469,38.9,127,0
1478,300.9,310.8,1469,45.6,51,0
1479,299.3,308.7,1466,42.4,201,0
1480,298.5,309.3,1470,37.5,55,0
1481,300.8,309.7,1376,45.8,14,0
1482,298.6,309.5,1576,33.8,54,0
1483,297.8,307.5,1372,51.1,157,0
1484,296.6,307.6,1774,25.1,80,0
1485,297.8,309.7,1520,43.2,171,0
1486,298.6,309.4,1523,38.5,3,0
1487,300.8,310.5,1511,38.9,173,0
1488,297,308.1,1459,35.8,18,0
1489,302.3,311.4,1419,48.7,192,0
1490,300.6,310.6,1606,31.1,79,0
1491,301.3,311.2,1418,51.6,23,0
1492,299.9,311.3,1553,42.9,102,0
1493,304,313.2,1390,30.6,121,0
1494,302.6,310.5,1596,33,60,0
1495,301.1,310.6,1478,37.1,125,0
1496,300.6,309.4,1432,42.9,84,0
1497,299.4,309.3,1607,27.8,130,0
1498,300.6,311.9,1630,28.3,211,0
1499,298.9,310.2,1563,39.6,162,0
1500,297.6,309.6,1329,53.1,2,0
1501,302.9,312.4,1550,39.3,160,0
1502,301.7,310.6,1492,47,119,0
1503,299.4,309,1763,28.4,197,0
1504,299.4,309.4,1701,31.2,89,0
1505,297.2,308.5,1609,34.6,9,0
1506,301,310.9,1608,31.4,197,0
1507,301.7,311.1,1402,42.6,179,0
1508,301,310.8,1578,38.4,49,0
1509,300.4,309.5,1367,44,100,0
1510,301,310.9,1453,40.1,88,0
1511,297.6,308.9,1457,38.1,182,0
1512,299.1,310.3,1550,35.7,76,0
1513,297.5,308.4,1447,45.6,59,0
1514,300.2,311.7,1356,53.7,167,0
1515,297.3,308.2,1493,42.9,204,0
1516,301.8,311.5,1412,44.5,142,0
1517,298,309.1,1417,40.6,202,0
1519,300.1,309.7,1654,31,118,0
1520,298.7,310.1,1529,42.1,153,0
1521,297.8,309.1,1738,27,0,0
1522,300.5,311.8,1450,40.8,98,0
1523,300.4,311.4,1584,37.6,133,0
1524,302.2,311.5,1432,44.7,156,0
1525,298.7,309.2,1664,31.4,178,0
1526,297.3,308.2,1396,44.9,199,0
1527,298.4,308,1433,43.8,7,0
1528,298.7,308.4,1589,33.2,162,0
1529,300.7,310.3,1471,48.8,26,0
1530,299.4,309,1422,45.8,126,0
1531,300.3,311.6,1488,41.3,18,0
1532,298.4,307.9,1487,47.5,121,0
1533,298.1,308.3,1453,36.1,204,0
1534,300.8,311.7,1467,41.2,131,0
1535,298.6,310.1,2023,17.2,15,0
1536,298.7,310.2,1433,43.5,26,0
1537,300.5,309.6,1421,52.6,96,0
1538,297.1,307.8,1502,38.4,188,0
1539,298.5,309.3,1506,50.3,203,0
1540,299.3,309.1,1597,31.8,118,0
1541,296.7,307.9,1418,43.3,192,0
1542,301.5,310.6,1572,35,173,0
1543,300.7,311.2,1422,44.2,61,0
1544,303.2,311.2,1498,41.8,119,0
1545,299.3,308.8,1545,35.6,203,0
1546,302.3,311.8,1610,35.3,171,0
1547,301.1,312.4,1479,36.5,148,0
1548,300.7,310.2,1493,31.3,166,0
1549,298.3,308.1,1680,29.6,88,0
1550,298.7,309.7,1357,48.5,165,0
1551,298.8,308.9,1368,49.1,120,0
1552,302.4,311.8,1851,23,106,0
1553,299.7,309.2,1398,51.5,101,0
1554,301.6,310.9,1597,35.2,110,0
1555,298.2,308.9,1530,35.5,0,0
1557,300.7,310.7,1491,43.2,187,0
1558,301.4,310.7,1462,50.7,179,0
1559,298.2,308.8,1566,36.1,9,0
1560,300.3,309.1,1458,44.3,165,0
1561,298,307.7,1492,40.8,127,0
1562,297.3,308.4,1439,41.3,36,0
1563,298.8,309.9,1587,32.4,124,0
1564,302.6,312,1484,41.5,65,0
1565,299.6,311,1452,40.4,141,0
1566,297.4,309,1459,48.7,9,0
1567,297.5,308.4,1566,31.1,112,0
1568,299.4,309,1460,45.6,87,0
1569,304.2,313.4,1315,51.4,86,0
1570,299,310.6,1512,38.8,197,0
1571,297.6,308.7,1526,42.1,79,0
1572,297.3,308.4,1548,36.5,162,0
1573,301,311.1,1314,52.1,158,0
1574,300.1,311.4,1540,37.8,94,0
1575,298.9,309.1,1487,36.5,35,0
1576,298.5,309.9,1510,47.8,0,0
1577,297.8,307.3,1444,48.5,3,0
1578,300.2,309.4,1645,34.8,68,0
1579,298.9,309.1,1611,38,155,0
1580,298.1,307.8,1593,32.3,142,0
1581,301.1,311.2,1497,41.6,9,0
1582,298.4,308.3,1550,48.5,73,0
1583,298.8,308.9,1351,51.4,95,0
1584,301.9,310.9,1546,48.5,29,0
1585,298.5,309.8,1613,36.7,0,0
1586,296.8,308,1412,51.8,48,0
1587,300.3,311.5,1709,29.5,27,0
1588,298.8,309.4,1566,33.3,166,0
1589,297.3,308.1,1678,28.1,133,0
1590,298.4,309.5,1430,50.4,202,0
1591,297,307.4,1479,48.2,158,0
1592,297.5,309.6,1465,43.9,146,0
1593,304.3,313.3,1525,37.8,119,0
1594,298.6,309.6,1462,44.7,0,0
1595,298.9,309.9,1411,44.1,115,0
1596,302.3,310.1,1831,23.6,112,0
1597,298.4,309.4,1730,28.4,7,0
1598,300.4,309.6,1430,56.9,170,0
1599,302.9,311,1613,32.2,137,0
1600,298.9,308.7,1706,31.4,179,0
1601,297.6,308.3,1467,43.2,84,0
1602,297.1,308.5,1521,39.5,26,0
1603,297,307.8,1493,34.7,57,0
1604,300.4,311,1395,42.3,149,0
1605,297.4,308.5,1445,43.4,12,0
1606,297.2,308.5,1380,42.2,2,0
1607,302.6,310.1,1687,29.6,97,0
1608,304.2,313.6,1424,43,151,0
1609,299.2,308.4,1530,37.8,56,0
1610,299.1,309.6,1640,32.8,215,0
1611,300.5,311.9,1502,43.5,54,0
1612,297.2,308.1,1366,50.6,64,0
1614,301.3,311,1441,41.2,145,0
1615,297.3,308.1,1387,57.3,199,0
1616,298.3,308.3,1471,44.3,71,0
1617,297.6,308.3,1623,34.3,7,0
1618,302.7,312.2,1350,42.6,2,0
1619,299.9,310.2,1402,53.2,179,0
1620,300.8,310.7,1461,43,158,0
1621,302.4,310.3,1542,42.6,184,0
1622,299.2,310.8,1563,40.3,16,0
1623,297.3,308.1,1762,26.1,7,0
1624,300.2,311.7,1530,37.9,181,0
1625,297.1,308.2,1461,48.7,98,0
1626,301.1,310.1,1431,43.4,61,0
1627,297.9,308,1583,33.1,15,0
1628,301.3,310.1,1681,31.6,188,0
1629,299.5,311.1,1542,36.7,162,0
1630,300.1,309.2,1668,30.2,77,0
1631,298.9,310.1,1612,33.2,96,0
1632,300.6,309.9,1642,33,124,0
1633,301.6,310.9,1619,37,161,0
1634,298.2,308.3,1453,43.7,204,0
1635,298.9,310.2,1366,46.1,166,0
1636,301.5,310.7,1544,36.6,56,0
1637,298.4,309.3,1425,45.5,7,0
1638,300.4,311.4,1378,35.1,71,0
1639,304.1,313.1,1671,32.4,48,0
1640,300.4,311.1,1609,35.8,208,0
1641,300.7,309.5,1641,33.1,48,0
1642,301.5,310.5,1453,43,155,0
1643,297,307.9,1456,45.3,172,0
1644,303.9,313.2,1450,47,173,0
1645,298.9,308.5,1371,54.3,130,0
1646,300.3,311.8,1641,32.8,37,0
1647,298,308.9,1458,49,87,0
1648,301.5,310.9,1655,31.7,157,0
1649,300.5,311.6,1473,39.2,56,0
1650,298.4,308,1380,35.8,130,0
1651,300.3,311,1336,58.7,142,0
1652,301.5,310.5,1633,29.7,92,0
1653,297.8,309.9,1555,49,181,0
1654,301.9,311,1444,43.7,231,0
1655,300.7,312,1654,31.1,12,0
1656,297,308,1455,44.1,122,0
1657,301.8,311.1,1399,38.5,197,0
1658,299.6,310.7,1457,47.9,110,0
1659,303.3,312.6,1542,24.2,15,0
1660,298.8,309.9,1332,49.7,27,0
1661,300.5,310.2,1761,26.2,228,0
1662,300.4,310.4,1634,33.7,48,0
1663,298.4,309.2,1597,35.4,74,0
1664,297.9,309.1,1538,39.2,59,0
1665,297.5,308.5,1565,39.9,176,0
1666,299.2,308.5,1611,35.6,63,0
1667,298.6,310,1483,45.3,150,0
1668,297.6,308.1,1590,37.2,149,0
1669,298,308,1491,43.8,162,0
1670,299.8,309.4,1685,30.4,53,0
1671,297.5,308.4,1434,47.5,67,0
1672,299.7,310.6,1728,31.3,142,0
1673,301.6,310.6,1412,70,143,0
1674,304,313,1844,21.8,117,0
1675,298.5,309.3,1490,43.4,16,0
1676,297.4,308.4,1399,49.9,162,0
1677,299.3,309.1,1501,41.7,187,0
1678,302.7,312.1,1378,51.9,200,0
1679,299.5,309.1,1496,44.6,13,0
1680,296.3,307.4,1662,32.3,142,0
1681,301.1,310.7,1376,49.6,0,0
1682,301.7,311,1685,32.7,134,0
1683,298.3,308.5,1542,36.1,168,0
1684,298.3,308.5,1359,45.7,2,0
1685,297.3,308.4,1531,41.3,67,0
1686,297.4,308.7,1692,33.8,140,0
1687,303.7,312.9,1548,44.2,51,0
1688,301.3,311,1369,52.7,161,0
1689,300.1,309.5,1536,36.5,26,0
1690,301.4,310.7,1578,40.6,25,0
1691,298.8,309.9,1663,28.2,15,0
1692,300.3,311.8,1442,39.4,180,0
1693,300.5,311.1,1357,53,193,0
1694,296.9,307.9,1892,21.4,124,0
1695,300.4,311.5,1394,47.5,92,0
1696,300.7,310.6,1386,45.6,184,0
1697,303.5,312.9,1385,53.8,31,0
1698,302.4,311.1,1446,36.8,5,0
1700,301.4,310.7,1704,30.4,21,0
1701,301,311.5,1516,39,54,0
1702,297.2,308.6,1284,51.3,7,0
1703,298.3,307.8,1648,30.7,105,0
1704,300.6,310.8,1378,51.2,96,0
1705,298.3,307.9,1442,42,117,0
1706,300.1,309.3,2197,15.1,163,0
1707,297.1,308.2,1335,53.2,128,0
1708,300.9,310.7,1546,36.8,31,0
1709,298,307.7,1665,32,120,0
1710,298.5,308.7,1347,52.5,33,0
1711,300.7,311.7,1516,39.4,74,0
1712,297.6,308.6,1664,27.7,69,0
1713,298.8,308.4,1609,35.7,8,0
1714,300.3,311.4,1441,44.6,29,0
1715,297.4,308.8,1642,34.2,123,0
1716,302.1,310.5,1583,35.2,0,0
1717,298,309.3,1556,37.3,179,0
1718,298.7,309.8,1347,53.5,108,0
1719,297.2,308.5,1635,32.3,127,0
1720,298.7,309.7,1467,41.9,2,0
1721,300.1,311.4,1495,43.9,73,0
1722,301.9,310.9,1521,41.4,15,0
1723,297.3,308.4,1827,22.9,175,0
1724,300.3,311.7,1365,39.9,113,0
1725,299,310.4,1512,38.8,64,0
1726,303.4,311.7,1432,41.4,153,0
1727,299.6,311,1539,32.7,139,0
1728,301.5,310.7,1583,32.3,168,0
1729,299.6,310.1,1531,36.8,13,0
1730,300.9,312,1500,44,188,0
1731,301.9,310.8,1624,32.8,62,0
1732,298.2,308.6,1353,46.8,0,0
1733,297.4,308.8,1532,41.3,203,0
1734,300.1,311.3,1512,41.4,41,0
1735,298.5,309.5,1353,38.6,136,0
1736,298.4,309.4,1561,37.3,121,0
1737,303.9,313.1,1466,44.7,0,0
1738,297.9,307.6,1567,44,37,0
1739,300.2,311.7,1369,51.4,192,0
1740,300.6,310.2,1596,37.7,10,0
1741,298.7,309.7,1711,27.7,7,0
1742,300.8,311.3,1505,41,173,0
1743,298.1,308.4,1448,45.6,105,0
1744,297.9,307.6,1477,44,109,0
1745,297.8,309.7,1631,31.8,171,0
1746,303.9,313.4,1368,53.8,171,0
1747,298.8,309.9,1540,38.7,47,0
1748,298.8,308.4,1446,43.8,2,0
1749,304.3,313.4,1426,46.6,49,0
1750,302.5,310.3,1436,27.3,186,0
1751,298.8,310,1362,61.9,17,0
1752,300.7,311,1528,36.5,93,0
1753,297.9,308.9,1607,37.7,49,0
1754,301,310.8,1564,38.6,17,0
1755,302.5,310.3,1489,41.6,168,0
1756,302.2,310.1,1418,42.8,26,0
1757,297.8,307.3,1435,49,148,0
1758,300.3,309.6,1384,54.2,92,0
1759,302.3,311.4,1411,44,121,0
1760,302.4,311,1496,40.6,127,0
1761,298.3,308.3,1530,36.3,0,0
1762,303,311.2,1627,31.3,179,0
1763,297.9,307.9,1472,39.7,59,0
1764,298.8,309.5,1517,38.2,159,0
1765,297,307.7,1504,39.4,124,0
1766,299.8,309.7,1613,29.1,87,0
1767,296.9,307.9,1523,38.7,105,0
1768,297.5,308.6,1336,27,133,0
1769,302.4,310.9,1685,32.4,64,0
1770,297.2,308.7,1685,31.4,141,0
1771,297.3,308.1,1563,39.7,212,0
1772,300,309.4,1641,30.6,115,0
1773,301.3,310.6,1543,36.1,163,0
1774,299.3,308.2,1429,43.6,143,0
1775,300.3,311.8,1487,33.7,182,0
1776,300,309.2,1621,34.2,166,0
1777,300.8,312.4,1465,41.6,91,0
1778,299.3,308.8,1578,33.8,201,0
1779,301.8,311.2,1566,35.6,204,0
1780,303.8,312.7,1514,39.9,0,0
1781,301,310.4,1457,39.4,145,0
1782,300.4,309.7,1490,43.2,131,0
1783,299.1,310.6,1393,49.9,62,0
1785,300.3,309.9,1544,56.1,12,0
1786,299.4,308.6,1571,34.3,2,0
1787,299.2,308.4,1382,48.4,35,0
1788,301.8,311,1438,32.5,195,0
1789,297.3,308.1,1484,42.9,202,0
1790,300.8,310.5,1681,29.7,171,0
1791,298.1,307.8,1384,43.5,78,0
1792,300.8,312.6,1376,53.6,101,0
1793,299.6,310.9,1630,29.8,206,0
1794,304.2,313.4,1399,54.7,56,0
1795,303.6,312.4,1375,54.5,109,0
1797,298.2,309.4,1615,30.8,17,0
1798,297.5,308.6,1420,45.3,4,0
1799,300.7,310.7,1378,39,210,0
1800,302.1,311,1446,42.9,206,0
1801,298.7,309.1,1423,49.5,59,0
1802,298.2,307.6,1369,54.5,94,0
1803,298,307.6,1363,45.1,149,0
1804,297.5,309.6,1423,44.6,0,0
1805,298.9,310.1,1442,48,195,0
1807,298.8,310.6,1540,40.2,109,0
1808,301.3,311,1554,42.7,84,0
1809,302.9,312.1,1471,37.5,196,0
1810,301,310.9,1619,30.3,20,0
1811,299.2,309,1597,46.3,5,0
1812,299,310.1,1367,45.6,44,0
1813,303.4,311.8,1412,48,22,0
1814,298.3,307.7,1429,51.1,82,0
1815,298.3,308.6,1408,47.4,144,0
1816,298.4,308.2,1499,38.1,162,0
1817,301.4,310.6,1434,43.2,10,0
1818,297.7,308.7,1429,47.7,102,0
1819,297.5,308.7,1574,33.3,114,0
1820,299.4,308.6,1526,37.6,114,0
1821,297.5,308.7,1453,42.7,27,0
1822,300.7,310.3,1920,22.3,223,0
1823,303.3,311.8,1489,39.2,64,0
1824,300.2,311.5,1430,42.1,73,0
